0.001807583,0.00212226,0.001675762,0.001320123,0.0010746,0.000901401,0.000774401,0.000677896,0.000602329,0.000541671,0.000491965,0.000450523,0.000415461,0.000385423,0.000359408,0.000336664,0.000316614,0.000298807,0.000282889,0.000268575
0.004328637,0.003741142,0.002663837,0.002017419,0.001612312,0.001339129,0.001143688,0.000997376,0.00088392,0.000793455,0.000719679,0.000658388,0.000606674,0.000562463,0.000524239,0.000490865,0.000461476,0.000435401,0.000412109,0.000391179
0.011763581,0.006727691,0.004384081,0.003223292,0.002542434,0.002097126,0.001783801,0.001551584,0.001372686,0.00123068,0.001115244,0.001019571,0.000938993,0.000870205,0.000810797,0.000758975,0.000713375,0.000672941,0.000636842,0.000604418
0.030585004,0.012042094,0.007462154,0.005403003,0.004233843,0.003480456,0.002954607,0.002566763,0.002268908,0.002032985,0.001841498,0.001682976,0.001549582,0.00143578,0.001337551,0.001251901,0.001176562,0.001109776,0.001050167,0.000996635
0.046965299,0.02079751,0.013068073,0.009501926,0.007459395,0.006137912,0.005213509,0.004530793,0.004006025,0.003590112,0.003252388,0.002972713,0.002737309,0.002536438,0.002363029,0.002211809,0.002078774,0.001960834,0.001855559,0.001761012
0.044905144,0.033869081,0.023326024,0.017467685,0.013891253,0.01150814,0.009814116,0.008550752,0.007573483,0.006795537,0.006161849,0.005635845,0.005192314,0.004813321,0.004485769,0.00419987,0.003948174,0.003724894,0.003525484,0.003346316
0.042262878,0.051889139,0.041854359,0.033287397,0.027229529,0.022905782,0.019714063,0.017278422,0.015365754,0.013827273,0.012564668,0.011510745,0.010618272,0.00985311,0.00919003,0.008610023,0.008098487,0.007644031,0.007237663,0.006872151
0.044376845,0.075841184,0.074112148,0.064771709,0.05568736,0.04821002,0.04224145,0.037463635,0.033591801,0.030408675,0.027754713,0.025513124,0.023597627,0.021943665,0.020502203,0.01923549,0.018114053,0.017114583,0.016218434,0.015410576
0.05128723,0.107406737,0.12657342,0.125316525,0.116554237,0.10613481,0.096184572,0.087323935,0.079625184,0.072981931,0.067244921,0.062269872,0.057931302,0.054124591,0.050764053,0.047779772,0.045114697,0.04272221,0.040563853,0.03860783
0.063093626,0.148223241,0.203061909,0.230531985,0.239071143,0.2364647,0.228054977,0.217042042,0.205200861,0.193461692,0.182279011,0.171848625,0.162228136,0.153405543,0.145334599,0.137955197,0.131203401,0.125017503,0.119339751,0.114117294
0.080314633,0.198537763,0.297485769,0.375974347,0.435082807,0.477204681,0.505245354,0.522085085,0.530295011,0.532025901,0.529005222,0.522579746,0.513780117,0.503381708,0.491963966,0.479952452,0.467659501,0.455309211,0.443062683,0.431031647
0.103896468,0.256611239,0.390844096,0.508945881,0.612933583,0.704544176,0.785275936,0.856426177,0.91912049,0.97433684,1.022928899,1.065640211,1.103122409,1.135947408,1.164619002,1.18957601,1.211212546,1.22987203,1.245861304,1.259454368
0.134401561,0.316780349,0.458670074,0.566673693,0.647119252,0.705590876,0.746779958,0.774508038,0.791826391,0.801144731,0.804347273,0.802904215,0.797956978,0.790393464,0.780899899,0.770007862,0.758130704,0.74558735,0.732623818,0.719430382
0.170630223,0.368454355,0.48554543,0.547099503,0.573418094,0.57841883,0.570981335,0.556584202,0.538553449,0.518887723,0.498774916,0.478909895,0.459685027,0.441309187,0.423879031,0.407423643,0.391931863,0.377369003,0.363688419,0.35083726
0.207488136,0.397723254,0.470304026,0.484618007,0.472949065,0.450807735,0.425349049,0.39979122,0.375512676,0.353030688,0.332462434,0.31374395,0.296736547,0.281277475,0.267203902,0.254363686,0.24261932,0.231848498,0.221943899,0.21281145
0.239229887,0.399246011,0.426541061,0.409635471,0.380543269,0.350104827,0.321790736,0.296490855,0.274198176,0.254618885,0.237396349,0.222190828,0.208703854,0.196682162,0.18591365,0.176221697,0.167459004,0.159502672,0.152249548,0.145612693
0.263613979,0.381264897,0.37450963,0.341988485,0.307670374,0.27700698,0.250740874,0.228441118,0.209463393,0.193208126,0.179176418,0.166967864,0.15626459,0.146814179,0.138415077,0.130905362,0.124153783,0.118053119,0.112515034,0.107466282
0.27763674,0.350443467,0.322403279,0.284179576,0.250300661,0.222271349,0.199287775,0.180313623,0.164475498,0.151099338,0.139675719,0.129819263,0.121236039,0.113699247,0.107031732,0.101093487,0.095772596,0.090978633,0.086637796,0.0826893
0.271247304,0.303520583,0.265828206,0.228581508,0.198460916,0.174626931,0.155588608,0.140138359,0.12739604,0.116730025,0.107683376,0.099920373,0.093190178,0.087302244,0.082109509,0.077496894,0.073373114,0.06966491,0.066312865,0.063268271
0.257077671,0.260566472,0.220075922,0.185925152,0.159793622,0.139693044,0.123909176,0.11124531,0.100885485,0.092266067,0.084989234,0.078767816,0.073389989,0.068696457,0.0645653,0.060901711,0.057630932,0.054693239,0.052040366,0.049632911
0.229468649,0.216062058,0.177850531,0.14836661,0.126575657,0.110123052,0.097352358,0.087186081,0.078916033,0.072064087,0.066298029,0.061380748,0.057138881,0.053442963,0.050194409,0.047316938,0.044750588,0.042447621,0.04036955,0.038485023
0.194545472,0.175757682,0.142352199,0.117741195,0.099918495,0.086618847,0.076374132,0.068262352,0.061689757,0.056260816,0.051703319,0.047824383,0.044483755,0.041577149,0.039025452,0.036767624,0.034755799,0.032951952,0.031325486,0.029851509
0.152831565,0.137847212,0.110962903,0.091356804,0.077267493,0.066813651,0.058796561,0.052471039,0.047360565,0.043149465,0.039621456,0.03662387,0.034046063,0.03180601,0.029841633,0.028105149,0.026559166,0.025174031,0.023925921,0.022795488
0.117141156,0.109683341,0.088710089,0.073006511,0.061666514,0.053250513,0.046801762,0.041719084,0.037617075,0.03424039,0.031414196,0.02901516,0.026953951,0.025164377,0.023596371,0.022211402,0.020979336,0.019876283,0.01888306,0.01798409
0.071699028,0.072934386,0.060093858,0.049715119,0.042053452,0.036324197,0.031924435,0.028456554,0.025660073,0.023360594,0.021438124,0.01980786,0.018408364,0.017194143,0.016130829,0.015192013,0.014357068,0.013609674,0.012936735,0.012327644
