0.047586822,0.054679572,0.0465867,0.039001158,0.033150577,0.028690184,0.025229562,0.022485573,0.020264803,0.018434714,0.016902752,0.015602837,0.014486734,0.013518525,0.012670961,0.011923023,0.011258261,0.010663623,0.010128631,0.009644775
0.028730423,0.037421215,0.033340429,0.028405101,0.024331395,0.02113968,0.0186333,0.016635566,0.015015703,0.013680462,0.012563295,0.011616098,0.010803517,0.010099132,0.009482871,0.008939258,0.008456185,0.008024066,0.007635211,0.007283395
0.016371485,0.024183377,0.022831096,0.019978143,0.01733836,0.015159932,0.013398151,0.01196779,0.010793926,0.009818589,0.008998307,0.008300578,0.007700924,0.007180708,0.006725567,0.006324298,0.00596806,0.005649801,0.005363836,0.005105538
0.00947732,0.015828305,0.015932535,0.014384856,0.012686858,0.011192111,0.009943789,0.008911823,0.00805555,0.00733901,0.00673345,0.006216571,0.005771191,0.005384032,0.005044754,0.004745232,0.00447902,0.004240955,0.004026862,0.003833332
0.004946109,0.008946938,0.009618952,0.009038318,0.008166814,0.007319208,0.006576324,0.005945299,0.005412899,0.004962442,0.004578767,0.004249328,0.003964085,0.003715092,0.003496065,0.003302016,0.003128958,0.00297368,0.002833578,0.00270652
0.002346982,0.004730917,0.005432188,0.005286997,0.004861244,0.004390548,0.003954814,0.00357433,0.003248663,0.002971166,0.002734155,0.00253062,0.002354648,0.002201412,0.00206702,0.001948345,0.001842864,0.001748541,0.001663717,0.001587035
0.001235248,0.002492439,0.002999048,0.003045879,0.002901393,0.002700441,0.002497591,0.002311619,0.002147006,0.002002982,0.001877137,0.001766802,0.001669532,0.001583239,0.00150619,0.001436966,0.001374403,0.001317552,0.00126563,0.001217989
0.000757304,0.001554116,0.001981929,0.002119743,0.002099645,0.002011098,0.001900031,0.001787163,0.001680863,0.001583869,0.001496495,0.001418088,0.001347682,0.001284279,0.001226957,0.001174907,0.001127433,0.001083946,0.001043947,0.001007014
0.000357169,0.000817539,0.001081889,0.001185919,0.001197736,0.001166113,0.001117484,0.001064464,0.001012567,0.000963936,0.000919195,0.000878309,0.000840988,0.000806868,0.000775585,0.000746802,0.000720225,0.000695599,0.000672704,0.000651352
8.56E-05,0.000201076,0.000283524,0.000336692,0.000371238,0.000394259,0.000409863,0.000420396,0.000427249,0.000431309,0.000433187,0.000433338,0.000432109,0.000429782,0.000426582,0.000422694,0.000418269,0.000413431,0.000408281,0.000402904
3.38E-05,3.82E-05,6.01E-05,8.30E-05,0.000103604,0.000121191,0.000135559,0.000146934,0.000155704,0.00016229,0.00016708,0.000170412,0.000172566,0.000173772,0.000174221,0.000174064,0.000173424,0.000172403,0.000171079,0.00016952
